ID,Name,Age,Course,Score
2904,Helen Washington,78,Course_5,90
2905,Tamara Ford,19,Course_2,56
2906,Warren Harmon,26,Course_3,62
2907,Melinda Burns,79,Course_4,66
2908,Martha Rice,49,Course_1,84
2909,Mr. Russell Harrell Jr.,64,Course_2,77
2910,Andrew Sanders,79,Course_4,69
2911,Shawn Scott,33,Course_2,67
2912,Alicia Thomas,43,Course_4,57
2913,Jay Walters,48,Course_5,70
2914,Samuel Nichols,18,Course_1,65
2915,Krista Drake,23,Course_2,51
2916,Ian Stone,47,Course_2,74
2917,Megan Wilson,20,Course_4,79
2918,Amber Duran,22,Course_1,60
2919,Anthony Baker,31,Course_2,99
2920,Derek Warren,79,Course_1,85
2921,Keith Moore,30,Course_4,73
2922,Christopher Blanchard,24,Course_5,69
2923,Chelsey Walker,19,Course_3,75
2924,Kelly Reyes,73,Course_1,99
2925,Patricia Moyer,18,Course_1,99
2926,Samuel Pena,74,Course_1,91
2927,Michael Lewis MD,27,Course_2,54
2928,Brittany Weiss,74,Course_4,58
2929,Edward Rodriguez,53,Course_1,63
2930,Randy Mckinney,79,Course_4,68
2931,Emily Best,36,Course_1,70
2932,Larry Gutierrez,28,Course_2,63
2933,Andrew Morris,40,Course_1,53
2934,Cheryl Rogers,51,Course_1,56
2935,Jeremy Mendoza,29,Course_2,79
2936,Brian Wilson,55,Course_2,78
2937,Matthew Fields,67,Course_3,61
2938,Kyle Berger,59,Course_1,80
2939,Donald Mcpherson,53,Course_4,81
2940,Susan Wilson,19,Course_2,60
2941,Jay Brown,43,Course_3,81
2942,Candice Hernandez,36,Course_3,77
2943,Victoria Miller,22,Course_3,99
2944,Peter Herring,57,Course_2,98
2945,Donald Espinoza,24,Course_1,80
2946,Debra Williams,60,Course_1,81
2947,Christopher Bradley,50,Course_3,89
2948,Randall Mccoy,56,Course_2,59
2949,Michelle Garcia,33,Course_4,63
2950,Valerie Perez,66,Course_4,58
2951,Kristen Chavez,27,Course_2,98
2952,William Webb,42,Course_2,61
2953,Daniel Rodriguez,39,Course_4,84
2954,Joseph Chambers,75,Course_3,86
2955,Susan Schaefer,34,Course_5,59
2956,Heather Lowe,52,Course_5,68
2957,Jason Haynes,56,Course_1,55
2958,Troy Stark,49,Course_4,70
2959,Lori Brewer,18,Course_1,96
2960,Joshua Castillo,23,Course_4,70
2961,Gary Conley MD,20,Course_2,94
2962,Charlotte Fisher,36,Course_5,55
2963,Danielle Jones,72,Course_4,79
2964,Paul Weaver,49,Course_5,82
2965,Malik Sutton,54,Course_1,91
2966,Whitney Thompson,42,Course_4,66
2967,Jose Hamilton,78,Course_5,87
2968,Kelly Huber,32,Course_5,68
2969,Amanda Kelley,45,Course_1,92
2970,Lauren Sanchez,60,Course_2,79
2971,Brandy Ryan,26,Course_4,90
2972,Fred Harris,64,Course_1,69
2973,Rachel Reese,51,Course_5,90
2974,Cheryl Andrews,35,Course_3,53
2975,Brian Lynn,28,Course_2,60
2976,Denise Webb,45,Course_1,88
2977,Rachael Farrell,30,Course_4,96
2978,Jason Townsend,41,Course_4,54
2979,Ashley Jackson,52,Course_2,87
2980,Erin Rosario,78,Course_4,81
2981,Mr. David Martinez,60,Course_2,62
2982,Meagan Horne,50,Course_5,96
2983,Charles Neal,45,Course_3,57
2984,Christie West,77,Course_4,77
2985,Melinda Thomas,56,Course_2,91
2986,Michael Gordon,39,Course_4,88
2987,Christy Ryan,19,Course_5,79
2988,James Allen PhD,68,Course_4,67
2989,Tanner Cohen,74,Course_3,52
2990,Jennifer Mccullough,77,Course_5,77
2991,Steven Garrett,43,Course_5,51
2992,Dennis Turner,73,Course_4,52
2993,Eddie Garza,40,Course_3,77
2994,John Padilla,69,Course_4,75
2995,Phillip Chandler,57,Course_5,85
2996,Robert Blevins,70,Course_3,78
2997,Paul Sanders,76,Course_2,98
2998,Anthony Kent,31,Course_1,58
2999,Monica Spears,38,Course_3,65
3000,Seth Duncan,42,Course_5,69
3001,Leah Brown,52,Course_4,78
3002,Dustin Benson,44,Course_5,60
3003,John Wilson,71,Course_1,74
3004,Kimberly Ward,26,Course_3,93
3005,Nicole Nelson,62,Course_3,51
3006,Donna Peters,23,Course_1,84
3007,Erika Jenkins,55,Course_3,78
3008,Jonathan Wu,69,Course_5,72
3009,Tonya Rhodes,40,Course_5,56
3010,Andrew Hale,79,Course_2,87
3011,Gina Wilson,31,Course_3,85
3012,Matthew Middleton DDS,23,Course_5,52
3013,Nicholas King,37,Course_4,89
3014,Tracie Jones,68,Course_3,87
3015,Colton Oliver,68,Course_4,93
3016,Monique Johnson,54,Course_1,66
3017,Susan Mitchell,38,Course_2,65
3018,Alicia James,59,Course_1,88
3019,Breanna Jackson,65,Course_5,97
3020,George Terry,72,Course_1,63
3021,Taylor Mueller,64,Course_5,50
3022,Christopher Nelson,53,Course_1,63
3023,Evan Williams,18,Course_4,80
3024,David Murray,21,Course_2,82
3025,Ralph James,42,Course_1,93
3026,Sandra Tucker,22,Course_3,88
3027,Anthony Martinez,74,Course_1,50
3028,Jamie Morrow,64,Course_5,59
3029,Christopher Guzman,67,Course_4,59
3030,Wesley Lowe,39,Course_2,62
3031,Joanna Haynes,63,Course_1,54
3032,Jasmine Luna,41,Course_4,70
3033,Suzanne Martin,68,Course_1,74
3034,Joel Bailey,60,Course_1,91
3035,Bonnie Pennington,65,Course_5,90
3036,Thomas Vega MD,41,Course_1,58
3037,William Blair,40,Course_3,77
3038,Timothy Carlson,62,Course_5,70
3039,Douglas Richardson,51,Course_5,61
3040,Mary Martinez,78,Course_4,86
3041,Johnny Jones,42,Course_1,62
3042,Nathan Morales,22,Course_3,71
3043,Charles Hamilton,49,Course_5,61
3044,Linda Ramos,29,Course_4,76
3045,Shane Evans,22,Course_2,71
3046,Douglas Gibson,36,Course_5,89
3047,Alicia Burns,45,Course_2,53
3048,Anthony Jackson,32,Course_4,77
3049,William Oconnor,60,Course_3,86
3050,Debra Wilson,51,Course_3,52
3051,David Hensley,54,Course_5,66
3052,Mary Wilson,76,Course_3,78
3053,Gabriela Hunt DDS,74,Course_1,54
3054,Patrick Klein,21,Course_3,52
3055,Allen Mcmillan,78,Course_5,84
3056,Kimberly Moore,78,Course_1,71
3057,Gabriel Farrell,29,Course_1,79
3058,Melissa Norris,33,Course_3,77
3059,Olivia Hanson,61,Course_3,73
3060,Misty Johnston,74,Course_4,79
3061,Melissa Davenport,54,Course_1,81
3062,Michael Scott,64,Course_5,99
3063,Rebecca Pham,70,Course_2,80
3064,Samantha Taylor,35,Course_4,91
3065,Kelsey White,79,Course_4,76
3066,Paul Bailey,65,Course_5,62
3067,Brenda Johnson,59,Course_2,90
3068,Brandy Nelson,50,Course_4,79
3069,Kathleen Woodard,79,Course_2,69
3070,Michelle Jackson,30,Course_4,65
3071,Keith Santiago,57,Course_1,97
3072,Nancy Nash,28,Course_4,78
3073,Mary Moreno,64,Course_5,56
3074,Cynthia Miller,25,Course_5,97
3075,Mrs. Jodi Johns,46,Course_4,51
3076,Walter Melendez,71,Course_4,88
3077,Dawn Snyder,66,Course_1,59
3078,Meredith Murray,52,Course_2,66
3079,Andrew Johnson,61,Course_5,57
3080,Kathryn West,49,Course_5,91
3081,Daniel Fernandez,41,Course_4,60
3082,Debra Huff,69,Course_4,65
3083,Linda Ford,31,Course_2,93
3084,Peggy Kennedy,67,Course_1,69
3085,Luis Rodriguez,65,Course_2,50
3086,Aaron White,26,Course_4,64
3087,William Bryant,62,Course_1,89
3088,Angel Vaughn,45,Course_4,66
3089,Thomas Miller Jr.,18,Course_2,77
3090,Anthony Howard,73,Course_1,83
3091,Mary Jones,63,Course_4,93
3092,Andre Pittman,31,Course_2,66
3093,Tracy Williams,62,Course_5,67
3094,Jeremy Waters,27,Course_2,95
3095,Ronald Young,56,Course_4,56
3096,Mary Thompson,42,Course_5,74
3097,Theresa Perez,64,Course_1,86
3098,Lindsay Fisher,59,Course_4,83
3099,Kristen Jones,68,Course_3,56
3100,Jonathon Olson,23,Course_4,89
3101,Mark Hansen,67,Course_3,66
3102,Brian Jenkins,37,Course_4,84
3103,Sarah Lee,50,Course_4,84
3104,Daniel Garcia,63,Course_1,70
3105,Richard Henderson,37,Course_4,74
3106,Taylor Vasquez,42,Course_1,50
3107,Douglas Smith,61,Course_3,88
3108,Victoria Shelton,35,Course_3,74
3109,Miss Diana Tyler,26,Course_2,87
3110,Rachel Lewis,55,Course_2,78
3111,Mr. Thomas Moore DDS,33,Course_3,94
3112,Kenneth Smith,37,Course_5,86
3113,Mr. Michael Murray Jr.,47,Course_5,86
3114,James Soto,63,Course_1,51
3115,Jeffrey Walker,40,Course_1,75
3116,Michelle Newton,68,Course_1,57
3117,Jeremy Harris,44,Course_4,78
3118,Patricia Holloway,50,Course_1,74
3119,Kevin Hernandez,63,Course_2,91
3120,Darren Walter,54,Course_1,65
3121,Joseph Mueller,43,Course_2,99
3122,Tammy Perry,39,Course_1,77
3123,Katherine Proctor,37,Course_2,76
3124,Michael Robertson,45,Course_5,51
3125,Sandra Burgess,45,Course_1,89
3126,Charles Kirby,36,Course_2,90
3127,Alexander Hayes,32,Course_3,59
3128,Isaiah Wade,77,Course_2,68
3129,Theresa Williams,26,Course_4,77
3130,Daniel Williams,76,Course_5,86
3131,Daniel Warren,51,Course_1,73
3132,Susan Mckee,65,Course_3,98
3133,Sara Smith,44,Course_3,50
3134,Daniel Roberts,54,Course_1,72
3135,Victoria Hamilton,57,Course_4,74
3136,Kenneth Warren,51,Course_3,73
3137,Tony Carson,78,Course_3,90
3138,Michael Moss,18,Course_1,60
3139,Kimberly Jones,58,Course_4,92
3140,Elizabeth Page,42,Course_5,94
3141,Eric Lewis,41,Course_1,76
3142,Stephen Austin,44,Course_2,95
3143,Joseph Hill,24,Course_1,92
3144,Michael Davis,62,Course_3,80
3145,Olivia Andrews,67,Course_5,72
3146,Casey Leon,71,Course_4,73
3147,Susan Duran,48,Course_1,60
3148,Dana Richards,34,Course_2,93
3149,Peggy Reid,47,Course_2,88
3150,Jennifer Anderson,75,Course_2,96
3151,Brandon Williams,37,Course_3,50
3152,Mitchell Carlson,22,Course_4,50
3153,William Harrison,67,Course_3,73
3154,Michael Cox,49,Course_1,61
3155,Tara Berry,26,Course_3,75
3156,Michael Rogers,78,Course_5,74
3157,Todd Hernandez,32,Course_3,74
3158,Richard Dickerson,39,Course_1,67
3159,Kelly Ward MD,79,Course_2,93
3160,Patrick Mcintosh,45,Course_1,91
3161,Jocelyn Love,31,Course_4,91
3162,Julia Olsen,40,Course_3,58
3163,Kathryn Olsen MD,18,Course_3,57
3164,Dr. Mark Fernandez,47,Course_1,63
3165,Bethany Armstrong,34,Course_1,57
3166,Kevin Garrett,56,Course_5,56
3167,Martin Wallace,27,Course_5,90
3168,Pamela Cole,22,Course_4,91
3169,Devin Bennett,41,Course_1,71
3170,Bianca Mclean,45,Course_3,50
3171,Melinda James,27,Course_5,95
3172,Jessica Gonzalez,57,Course_3,56
3173,Adrian Orr,54,Course_4,90
3174,Natasha Powers,75,Course_4,60
3175,Timothy Pearson,57,Course_5,50
3176,Brian Williams,76,Course_2,69
3177,Erika Ramsey,62,Course_5,57
3178,Mary Welch,31,Course_4,60
3179,Stephen Ryan,69,Course_2,62
3180,Denise Snyder,36,Course_4,53
3181,Tammy Martin,35,Course_2,70
3182,Mrs. Valerie Harris MD,77,Course_2,63
3183,Eddie Bass,33,Course_2,72
3184,Kyle Armstrong,74,Course_3,94
3185,Lori Franklin,58,Course_1,77
3186,Natasha Wu,71,Course_4,84
3187,Ashley Garcia,75,Course_1,67
3188,Melinda Medina,28,Course_2,79
3189,David Myers,35,Course_5,83
3190,Carlos Cruz,44,Course_1,61
3191,Michael Oneal,28,Course_2,73
3192,Kimberly Byrd,53,Course_4,74
3193,Erica Wright,19,Course_4,91
3194,Stephen Horne,49,Course_1,97
3195,Joanna Jones,58,Course_1,80
3196,Victor Wright,60,Course_1,52
3197,Nathaniel James,21,Course_4,54
3198,Steven Beasley,74,Course_2,57
3199,Julie Ramirez,33,Course_5,98
3200,Andrew Vincent,69,Course_4,61
3201,John Simmons,39,Course_1,74
3202,Amanda Lopez,69,Course_1,82
3203,Todd Hartman,58,Course_5,65
3204,Nicole Cuevas,54,Course_4,91
3205,Michael Eaton,34,Course_4,90
3206,Mary Anderson DDS,64,Course_5,84
3207,David Smith MD,57,Course_5,98
3208,Benjamin Kelley,71,Course_4,62
3209,Ebony Price,48,Course_4,84
3210,Timothy Nguyen,74,Course_3,55
3211,John Pennington,27,Course_2,60
3212,Susan Mills,60,Course_1,55
3213,Paul Guzman,40,Course_3,76
3214,Maria Osborne,71,Course_4,86
3215,Kristin Brown,36,Course_2,95
3216,Alan Gonzalez,78,Course_4,80
3217,Kevin Horton,55,Course_4,83
3218,Melissa Wilkinson PhD,39,Course_5,62
3219,James Morgan,57,Course_1,52
3220,Samuel Martin,71,Course_1,97
3221,Nicole Baker,25,Course_2,53
3222,Mr. Mark Bolton,76,Course_1,90
3223,Mark Johnson,62,Course_1,69
3224,Devin Smith,72,Course_5,62
3225,Madeline Price,75,Course_5,59
3226,Katie Hogan,47,Course_4,53
3227,Nathan Gamble,32,Course_1,95
3228,Sherry Miller,48,Course_3,73
3229,Charles Graham,25,Course_3,83
3230,Stephen Gomez,29,Course_3,85
3231,Marc Williams,31,Course_4,71
3232,Cody Morrison,66,Course_2,96
3233,Katie Davis,20,Course_1,96
3234,Daniel Lopez,41,Course_1,60
3235,Heather Cunningham,54,Course_2,83
3236,Natasha Roberts,42,Course_5,51
3237,Allen Anderson,66,Course_3,57
3238,Dan Brennan,19,Course_5,70
3239,David Allen,48,Course_2,61
3240,Julia Hudson,34,Course_1,60
3241,Jordan Robinson,55,Course_5,50
3242,Denise Norris,53,Course_5,78
3243,Hannah Crawford,72,Course_3,78
3244,Rebecca Hess,47,Course_3,96
3245,William Hunter,40,Course_2,55
3246,Lori Mullen,74,Course_4,73
3247,Jacob Wood,41,Course_3,89
3248,Joshua Sanders,59,Course_4,71
3249,Jared Flynn,52,Course_3,84
3250,Wayne Henderson,49,Course_2,67
3251,Rebecca Williams,65,Course_4,74
3252,Mr. Mark Garner,54,Course_1,68
3253,Greg Franklin,50,Course_2,64
3254,Thomas Thomas,52,Course_3,67
3255,Tina Johnson,68,Course_5,63
3256,Alan Martin,76,Course_5,79
3257,Terri Hendrix,19,Course_5,66
3258,Christopher Gonzales,70,Course_3,58
3259,Randy Lewis,23,Course_3,50
3260,Mary Jackson,59,Course_4,92
3261,Tami Gonzalez,36,Course_1,94
3262,Mrs. Alicia Gutierrez MD,56,Course_2,77
3263,Zachary Garcia,27,Course_1,98
3264,Daniel Nolan,20,Course_4,85
3265,Debra Jackson,44,Course_2,84
3266,Amber Morales,28,Course_4,82
3267,Taylor Gonzalez,25,Course_3,56
3268,Matthew Young,62,Course_5,93
3269,Luis Matthews,53,Course_3,50
3270,Shannon Ramirez,20,Course_2,86
3271,James Cunningham,67,Course_1,93
3272,Adriana Jones,77,Course_4,51
3273,Shannon Pena,75,Course_1,73
3274,Brian Vega,21,Course_4,79
3275,Eric Wilson,27,Course_5,55
3276,Amanda Edwards,46,Course_1,81
3277,Juan Webb,50,Course_5,82
3278,Sarah Roman,45,Course_3,93
3279,Jeremy Gomez,72,Course_5,73
3280,Kyle Dawson,36,Course_4,99
3281,Mr. Ernest Charles,51,Course_1,97
3282,Bryan Ellis,25,Course_5,67
3283,Michael Cooper,21,Course_5,51
3284,Regina Scott,55,Course_2,86
3285,Miss Elizabeth Gordon MD,52,Course_2,82
3286,Roberta Rogers,27,Course_3,52
3287,Lisa Martin,48,Course_5,85
3288,Calvin Morrison,20,Course_4,54
3289,George Miller,78,Course_1,99
3290,Teresa Davis,55,Course_3,69
3291,Adam Weiss,43,Course_2,63
3292,James Wilkerson,33,Course_5,95
3293,Jenna Tran,31,Course_4,70
3294,Samantha Freeman,46,Course_2,86
3295,Alyssa Watkins,78,Course_3,61
3296,Kylie Morrow MD,63,Course_2,70
3297,Jason Vasquez,74,Course_2,93
3298,Amy Gregory,44,Course_2,79
3299,Alex Thomas,75,Course_2,52
3300,Christopher Smith,60,Course_1,50
3301,Tammy Anderson,63,Course_3,70
3302,Sandra Fox,19,Course_5,87
3303,Wendy Le,54,Course_3,97
3304,Kevin Campos,21,Course_3,66
3305,Charles Frey,18,Course_3,97
3306,John Smith,35,Course_5,89
3307,Brandon Dougherty,51,Course_2,62
3308,Briana Garcia,27,Course_4,89
3309,Sabrina Hernandez,36,Course_3,93
3310,Amanda Jones,72,Course_4,87
3311,Christine Henderson,32,Course_2,81
3312,Parker Meadows,46,Course_4,86
3313,Duane Marsh,33,Course_2,82
3314,Jennifer Morales,37,Course_2,88
3315,Lonnie Ellis,33,Course_4,67
3316,Anita Smith,35,Course_3,78
3317,Jennifer Mendoza,53,Course_1,86
3318,Brandi Reynolds,60,Course_5,52
3319,Mr. David Munoz DVM,42,Course_4,52
3320,Robert Garcia,38,Course_3,62
3321,Jennifer Joseph,26,Course_1,54
3322,Dr. Crystal Bryan,65,Course_4,98
3323,Valerie Perez,75,Course_5,86
3324,Nicole Carey,62,Course_5,86
3325,Howard Santana,34,Course_2,68
3326,Travis Ellis,77,Course_3,84
3327,Joseph Stewart,58,Course_4,99
3328,Juan Gonzalez,68,Course_3,89
3329,Emily Brown,34,Course_1,98
3330,Amy Gray,66,Course_2,98
3331,Megan Miller,75,Course_1,85
3332,Steven Jones,40,Course_3,85
3333,Neil Ford,76,Course_4,88
3334,Connie Anderson,19,Course_5,95
3335,Ashley Davis,22,Course_5,68
3336,Andrew Carrillo,38,Course_4,56
3337,Paul Williams,30,Course_4,90
3338,Michael Boyd,37,Course_4,72
3339,Savannah Owens,74,Course_4,74
3340,Joshua Smith,20,Course_1,75
3341,Heather Green,56,Course_5,65
3342,Robert Taylor,66,Course_3,97
3343,Alyssa Gonzalez,25,Course_2,97
3344,Krystal Cooper,52,Course_1,91
3345,Patricia Robinson,57,Course_1,61
3346,Mark Lambert,64,Course_3,73
3347,Michael Frederick,26,Course_5,65
3348,Mrs. Morgan Gonzalez,48,Course_3,52
3349,Lucas Lin,51,Course_2,70
3350,Wayne Taylor,42,Course_3,89
3351,Geoffrey Fox,68,Course_2,70
3352,Gary Dawson,40,Course_3,71
3353,Harold Hale,65,Course_4,85
3354,Peter Martinez,48,Course_3,79
3355,Richard Kim,73,Course_4,64
3356,Samuel Lindsey,64,Course_1,85
3357,Sarah Bryant,53,Course_3,60
3358,Michele Baker,59,Course_2,81
3359,Becky Porter,70,Course_2,87
3360,Nathan Wu,27,Course_4,75
3361,Mrs. Laurie Spencer,18,Course_2,80
3362,Tyler Stein,66,Course_4,56
3363,Daniel Smith,43,Course_4,84
3364,Bonnie Johnson DDS,50,Course_2,90
3365,Tara Osborne,19,Course_5,65
3366,Brianna Smith,33,Course_1,96
3367,Jessica Bean,25,Course_4,77
3368,Karen Beck,19,Course_1,69
3369,Heather Henry,65,Course_2,84
3370,Alyssa Allison,47,Course_2,53
3371,Cheryl Martin,22,Course_3,76
3372,Michelle Long,35,Course_2,61
3373,Alan Brown,35,Course_2,97
3374,Joel Joseph,61,Course_4,67
3375,Emily Robinson,29,Course_5,66
3376,Richard Bauer,19,Course_2,76
3377,John Finley,19,Course_4,85
3378,Tanner Grant,68,Course_1,73
3379,Richard Nunez,36,Course_5,99
3380,Brandon Gilmore,30,Course_2,96
3381,Wanda Mitchell,37,Course_2,51
3382,Danny Brown,48,Course_5,89
3383,Julie Lopez DDS,64,Course_2,88
3384,Samantha Sanford,32,Course_2,53
3385,Shawn Jones,65,Course_2,89
3386,Brandon Simpson,57,Course_4,82
3387,Peter Burns,68,Course_2,87
3388,Carly Smith,63,Course_2,70
3389,Bob Scott,68,Course_1,87
3390,Christine Quinn,68,Course_5,74
3391,Tracy Freeman,18,Course_5,96
3392,Ralph Murray,54,Course_4,75
3393,Morgan Mueller,48,Course_3,90
3394,Alexander Moore,29,Course_3,58
3395,Sean Cameron,65,Course_4,84
3396,Sean Sandoval,50,Course_5,63
3397,Jennifer Johnson,27,Course_4,93
3398,Mike Mullins,58,Course_1,85
3399,Christopher Crawford,66,Course_2,75
3400,Brooke Webb,58,Course_5,88
3401,Shelley Lopez,63,Course_3,53
3402,Jaclyn Williams,49,Course_2,54
3403,Mary Hahn,60,Course_3,76
3404,Brandy Smith,22,Course_4,60
3405,Erica Lawrence PhD,66,Course_3,88
3406,Tina Davis,42,Course_1,92
3407,William Allen,68,Course_4,87
3408,Kathryn Gardner,44,Course_2,66
3409,Tyler Green,65,Course_1,90
3410,Debra Arias,28,Course_5,66
3411,Kelly Jacobs,72,Course_4,59
3412,Kenneth Rowe,43,Course_2,90
3413,Benjamin Hicks,63,Course_1,63
3414,George Burton,54,Course_3,54
3415,Barbara Luna,41,Course_3,68
3416,Alan Mitchell,42,Course_3,74
3417,Mrs. Sharon Peterson,57,Course_1,82
3418,Roy Walker,36,Course_2,90
3419,Albert Mendoza,58,Course_1,54
3420,Gary Smith,69,Course_5,88
3421,David Ortiz,36,Course_1,77
3422,Timothy Dickerson,31,Course_1,97
3423,Timothy Shelton,29,Course_1,73
3424,Barbara Webb,78,Course_1,50
3425,Antonio Harris,30,Course_2,51
3426,Evan Galvan,45,Course_5,58
3427,John Hall,77,Course_4,65
3428,Stephen Walls,22,Course_5,95
3429,Adam Foster,65,Course_2,64
3430,Pamela Howe,66,Course_5,66
3431,Hannah Williams,46,Course_1,57
3432,Andrew Jackson,77,Course_3,73
3433,Mr. Derrick Rodriguez,42,Course_3,57
3434,Mary Fletcher,38,Course_3,82
3435,Sue Riggs,22,Course_1,68
3436,Hayley Moore,34,Course_1,85
3437,Laura Morris,69,Course_5,50
3438,Terri Mcpherson,61,Course_2,70
3439,Gary Brown,52,Course_3,62
3440,Kimberly Hinton,63,Course_1,75
3441,Michelle Wilson,63,Course_2,74
3442,Michael Shelton,75,Course_3,66
3443,Jonathan Jones,24,Course_2,87
3444,Tara Gray,74,Course_4,97
3445,Sarah Mejia,40,Course_5,57
3446,Sherry Riley,22,Course_5,81
3447,Tracey Larsen,32,Course_2,52
3448,Thomas Gibson,61,Course_3,91
3449,Jordan Thomas,75,Course_5,87
3450,Matthew Hunt,49,Course_3,86
3451,Cathy Mcintosh,18,Course_1,65
3452,Mr. Michael Curtis,47,Course_3,88
3453,William Wyatt,68,Course_5,91
3454,Christopher Ellis,42,Course_5,52
3455,Charles Valdez,55,Course_4,63
3456,Deborah Miller,64,Course_5,55
3457,Adam Harris,22,Course_5,63
3458,Vanessa Walton,64,Course_4,77
3459,William Small,53,Course_2,90
3460,Jeremiah Hawkins,54,Course_4,51
3461,Christopher Smith,76,Course_5,61
3462,David Tucker,71,Course_1,68
3463,Jonathan Willis,48,Course_2,66
3464,Angela Jones,39,Course_2,94
3465,Kelly Harrison,30,Course_5,80
3466,Frank Richards,43,Course_5,96
3467,Sierra Taylor,54,Course_1,88
3468,Carlos Wilson,26,Course_2,59
3469,Miranda Martin,79,Course_1,63
3470,Nathan Brown,39,Course_3,96
3471,Suzanne Valentine,67,Course_3,63
3472,Stephanie Guzman,39,Course_4,65
3473,Crystal Smith,42,Course_4,59
3474,John Miller,34,Course_2,81
3475,Travis Joyce,68,Course_4,64
3476,Collin Washington,26,Course_1,68
3477,Alexa Simmons,77,Course_1,87
3478,Brenda Cross,77,Course_3,86
3479,Daniel Banks,55,Course_4,71
3480,Heather Carson,51,Course_3,92
3481,Austin Davis,61,Course_1,91
3482,Renee Brown,68,Course_4,93
3483,Alex Rios,48,Course_2,78
3484,Richard Shaw,52,Course_4,75
3485,Pamela Krause,41,Course_1,90
3486,Randall Brown,20,Course_3,74
3487,Robert Baker,69,Course_3,69
3488,Denise Crawford,43,Course_2,58
3489,Richard Foster,49,Course_5,58
3490,Michael Scott,63,Course_1,85
3491,Nathan Fox,25,Course_4,55
3492,Christopher Brewer,22,Course_4,66
3493,Kerry Bautista,32,Course_3,74
3494,Jennifer Carlson,29,Course_5,93
3495,Matthew Kerr,32,Course_2,80
3496,Timothy Hicks MD,76,Course_5,61
3497,Matthew Webb,73,Course_4,89
3498,Lindsay Simpson,37,Course_3,66
3499,Tracey Owens,29,Course_1,58
3500,Tamara Hamilton,68,Course_3,62
3501,Jason Kelly,59,Course_2,87
3502,Andrew Mueller,39,Course_4,94
3503,Donna Mathews,52,Course_3,93
3504,Heather Perez,26,Course_2,60
3505,Cindy Stewart,70,Course_3,54
3506,Claudia Perkins,47,Course_1,93
3507,Alexandra King,68,Course_4,69
3508,Linda Mata,37,Course_2,92
3509,Edward Strickland,26,Course_5,66
3510,Lauren Chavez,21,Course_4,62
3511,George Brown,19,Course_1,59
3512,Stephen Walters,53,Course_1,91
3513,Theresa Mitchell,38,Course_3,67
3514,Brenda Fox,53,Course_1,86
3515,Edward Williams,52,Course_4,89
3516,Matthew Martin,58,Course_5,98
3517,Bryan Jones,48,Course_2,98
3518,Joseph Murray,66,Course_2,58
3519,Terri Smith,68,Course_1,93
3520,Emily Dixon,44,Course_2,67
3521,Darren Brown,21,Course_3,63
3522,Kevin Williams,31,Course_2,92
3523,Dawn Richardson,60,Course_4,85
3524,Patricia Escobar,21,Course_4,89
3525,Christopher Hudson,30,Course_3,87
3526,Debra Zimmerman,49,Course_4,75
3527,Matthew Cardenas,67,Course_3,97
3528,Lauren Gray,59,Course_2,66
3529,Shannon Taylor,40,Course_4,69
3530,Tonya Powell,43,Course_4,89
3531,Brittany Hensley,58,Course_3,59
3532,Mark Mack,20,Course_5,77
3533,Michael Hunter,71,Course_1,67
3534,Rachael Cardenas,69,Course_2,95
3535,John Jackson,23,Course_5,69
3536,Kevin Holland,43,Course_4,58
3537,Ruth Stewart,77,Course_2,97
3538,Denise Pierce,62,Course_2,80
3539,Julie Oliver MD,32,Course_4,85
3540,Samuel Lee,66,Course_4,74
3541,Edward Jones,54,Course_3,79
3542,Tony Payne,70,Course_3,63
3543,Megan Bailey,59,Course_3,84
3544,Keith Mora,69,Course_1,66
3545,Laura Cortez,65,Course_3,83
3546,Brianna Ward,55,Course_2,54
3547,Rickey Ayala,42,Course_3,77
3548,Darrell Colon,18,Course_3,89
3549,Thomas Craig,32,Course_2,55
3550,Alexander Torres,52,Course_2,84
3551,Megan Harvey,52,Course_5,63
3552,Katie Duran,66,Course_3,65
3553,Nicole Williams,78,Course_4,88
3554,Randy Ward,46,Course_2,77
3555,Beth Vang,51,Course_2,86
3556,Diane Donaldson,78,Course_5,99
3557,Kristin Phillips,78,Course_4,96
3558,Leslie Gallagher,39,Course_5,56
3559,Jay Nichols,63,Course_2,59
3560,Laura Carey,42,Course_1,58
3561,Preston Frederick,41,Course_4,89
3562,Gregory Brady,70,Course_2,63
3563,Kimberly Garcia,35,Course_4,72
3564,Jermaine Martin,65,Course_3,71
3565,Kristine Mercer,74,Course_4,60
3566,Debra Morse,35,Course_2,58
3567,Audrey Wright,31,Course_5,57
3568,James Brewer,41,Course_2,56
3569,Christopher Taylor,68,Course_3,68
3570,Eric West,33,Course_4,94
3571,Dale Thomas,50,Course_3,90
3572,Dawn King,35,Course_3,63
3573,Samuel Sullivan,52,Course_1,60
3574,Nathan Thomas,56,Course_2,56
3575,Gina Coleman,54,Course_1,71
3576,Jeffrey Martin,46,Course_1,88
3577,David Davis,38,Course_5,65
3578,Shane Peterson,22,Course_5,58
3579,Heather Clark,21,Course_5,64
3580,Autumn Walls,34,Course_1,54
3581,Warren Barker,45,Course_2,78
3582,Gregory Williams,71,Course_2,79
3583,Vincent Garner,18,Course_3,73
3584,Susan Gregory,73,Course_3,80
3585,Dawn Wallace,31,Course_5,72
3586,Aaron Wilkins,66,Course_5,87
3587,Jonathan Turner,25,Course_3,82
